date,state,district,bio_age_5_17,bio_age_17_
2025-03-01,MAHARASHTRA,MUMBAI,7636,31432
2025-03-01,MAHARASHTRA,MUMBAI CITY,1936,2517
2025-03-01,MAHARASHTRA,MUMBAI SUBURBAN,7347,9473
2025-03-01,MAHARASHTRA,NAGPUR,11511,30242
2025-03-01,MAHARASHTRA,NANDED,14793,23918
2025-03-01,MAHARASHTRA,NANDURBAR,5201,12240
2025-03-01,MAHARASHTRA,NASHIK,19311,43604
2025-03-01,MAHARASHTRA,OSMANABAD,7315,10669
2025-03-01,MAHARASHTRA,PALGHAR,7288,7628
2025-03-01,MAHARASHTRA,PARBHANI,9812,10952
2025-03-01,MAHARASHTRA,PUNE,23546,42545
2025-03-01,MAHARASHTRA,RAIGAD,254,1097
2025-03-01,MAHARASHTRA,RAIGARH,6311,8981
2025-03-01,MAHARASHTRA,RATNAGIRI,3235,8969
2025-03-01,MAHARASHTRA,SANGLI,9383,16901
2025-03-01,MAHARASHTRA,SATARA,8173,14177
2025-03-01,MAHARASHTRA,SINDHUDURG,1903,3624
2025-03-01,MAHARASHTRA,SOLAPUR,13276,22111
2025-03-01,MAHARASHTRA,THANE,13203,38556
2025-03-01,MAHARASHTRA,WARDHA,4565,10487
2025-03-01,MAHARASHTRA,WASHIM,4056,10181
2025-03-01,MAHARASHTRA,YAVATMAL,10207,28222
2025-03-01,MANIPUR,BISHNUPUR,524,607
2025-03-01,MANIPUR,CHANDEL,249,895
2025-03-01,MANIPUR,CHURACHANDPUR,796,866
2025-03-01,MANIPUR,IMPHAL EAST,1000,1623
2025-03-01,MANIPUR,IMPHAL WEST,906,1352
2025-03-01,MANIPUR,JIRIBAM,20,229
2025-03-01,MANIPUR,KAKCHING,49,30
2025-03-01,MANIPUR,SENAPATI,722,1183
2025-03-01,MANIPUR,TAMENGLONG,180,364
2025-03-01,MANIPUR,THOUBAL,1039,1297
2025-03-01,MANIPUR,UKHRUL,376,1359
2025-03-01,MEGHALAYA,EAST GARO HILLS,75,363
2025-03-01,MEGHALAYA,EAST JAINTIA HILLS,136,90
2025-03-01,MEGHALAYA,EAST KHASI HILLS,840,1744
2025-03-01,MEGHALAYA,NORTH GARO HILLS,79,75
2025-03-01,MEGHALAYA,RI BHOI,213,213
2025-03-01,MEGHALAYA,SOUTH GARO HILLS,44,92
2025-03-01,MEGHALAYA,SOUTH WEST GARO HILLS,159,623
2025-03-01,MEGHALAYA,SOUTH WEST KHASI HILLS,168,434
2025-03-01,MEGHALAYA,WEST GARO HILLS,917,3902
2025-03-01,MEGHALAYA,WEST JAINTIA HILLS,596,335
2025-03-01,MEGHALAYA,WEST KHASI HILLS,327,392
2025-03-01,MIZORAM,AIZAWL,12080,3703
2025-03-01,MIZORAM,CHAMPHAI,6324,1528
2025-03-01,MIZORAM,KOLASIB,3984,962
2025-03-01,MIZORAM,LAWNGTLAI,3058,915
2025-03-01,MIZORAM,LUNGLEI,4383,1393
2025-03-01,MIZORAM,MAMIT,4019,633
2025-03-01,MIZORAM,MAMMIT,903,417
2025-03-01,MIZORAM,SAIHA,2273,344
2025-03-01,MIZORAM,SAITUAL,11,16
2025-03-01,MIZORAM,SERCHHIP,3036,1087
2025-03-01,NAGALAND,DIMAPUR,1135,2360
2025-03-01,NAGALAND,KIPHIRE,173,388
2025-03-01,NAGALAND,KOHIMA,298,1799
2025-03-01,NAGALAND,LONGLENG,98,398
2025-03-01,NAGALAND,MOKOKCHUNG,161,533
2025-03-01,NAGALAND,MON,652,1189
2025-03-01,NAGALAND,NIULAND,14,46
2025-03-01,NAGALAND,NOKLAK,16,59
2025-03-01,NAGALAND,PEREN,256,488
2025-03-01,NAGALAND,PHEK,147,1487
2025-03-01,NAGALAND,TSEMINYU,13,46
2025-03-01,NAGALAND,TUENSANG,285,793
2025-03-01,NAGALAND,WOKHA,246,1146
2025-03-01,NAGALAND,ZUNHEBOTO,159,1508
2025-03-01,ODISHA,ANGUL,2731,4882
2025-03-01,ODISHA,ANUGUL,49,152
2025-03-01,ODISHA,BALANGIR,4017,8197
2025-03-01,ODISHA,BALESHWAR,600,2015
2025-03-01,ODISHA,BALESWAR,5171,7445
2025-03-01,ODISHA,BARGARH,3647,7630
2025-03-01,ODISHA,BAUDH,63,859
2025-03-01,ODISHA,BHADRAK,3931,6830
2025-03-01,ODISHA,BOUDH,1077,2317
2025-03-01,ODISHA,CUTTACK,5048,11464
2025-03-01,ODISHA,DEBAGARH,684,1311
2025-03-01,ODISHA,DHENKANAL,4187,7396
2025-03-01,ODISHA,GAJAPATI,2775,6864
2025-03-01,ODISHA,GANJAM,8590,14760
2025-03-01,ODISHA,JAGATSINGHAPUR,1782,4056
2025-03-01,ODISHA,JAGATSINGHPUR,146,962
2025-03-01,ODISHA,JAJAPUR,2840,5232
2025-03-01,ODISHA,JAJPUR,1668,3038
2025-03-01,ODISHA,JHARSUGUDA,1279,1994
2025-03-01,ODISHA,KALAHANDI,5546,11235
2025-03-01,ODISHA,KANDHAMAL,3687,6796
2025-03-01,ODISHA,KENDRAPARA,4036,7247
2025-03-01,ODISHA,KENDUJHAR,6124,11611
2025-03-01,ODISHA,KHORDA,4603,7484
2025-03-01,ODISHA,KHORDHA,105,595
2025-03-01,ODISHA,KORAPUT,7919,12295
2025-03-01,ODISHA,MALKANGIRI,6053,3896
2025-03-01,ODISHA,MAYURBHANJ,8491,14166
2025-03-01,ODISHA,NABARANGAPUR,6051,8542
2025-03-01,ODISHA,NAYAGARH,2705,5418
2025-03-01,ODISHA,NUAPADA,1333,4485
2025-03-01,ODISHA,PURI,3462,6229
2025-03-01,ODISHA,RAYAGADA,2882,5772
2025-03-01,ODISHA,SAMBALPUR,3200,4111
2025-03-01,ODISHA,SONAPUR,1331,2123
2025-03-01,ODISHA,SUBARNAPUR,181,966
2025-03-01,ODISHA,SUNDARGARH,388,1796
2025-03-01,ODISHA,SUNDERGARH,5085,8316
2025-03-01,ORISSA,BALANGIR,334,2057
2025-03-01,ORISSA,BALESHWAR,72,278
2025-03-01,ORISSA,BARGARH,16,118
2025-03-01,ORISSA,BHADRAK,137,503
2025-03-01,ORISSA,CUTTACK,78,524
2025-03-01,ORISSA,DHENKANAL,50,175
2025-03-01,ORISSA,GANJAM,163,569
2025-03-01,ORISSA,JAJAPUR,15,56
2025-03-01,ORISSA,KHORDHA,271,1609
2025-03-01,ORISSA,KORAPUT,42,131
2025-03-01,ORISSA,PURI,87,443
2025-03-01,ORISSA,RAYAGADA,28,266
2025-03-01,ORISSA,SUNDARGARH,13,48
2025-03-01,PONDICHERRY,PONDICHERRY,299,1978
2025-03-01,PUDUCHERRY,KARAIKAL,314,1019
2025-03-01,PUDUCHERRY,PUDUCHERRY,898,1420
2025-03-01,PUNJAB,AMRITSAR,7560,16513
2025-03-01,PUNJAB,BARNALA,1305,3407
2025-03-01,PUNJAB,BATHINDA,4876,9510
2025-03-01,PUNJAB,FARIDKOT,1520,4835
2025-03-01,PUNJAB,FATEHGARH SAHIB,1538,3229
2025-03-01,PUNJAB,FAZILKA,3247,5534
2025-03-01,PUNJAB,FEROZEPUR,3385,6515
2025-03-01,PUNJAB,FIROZPUR,227,1879
2025-03-01,PUNJAB,GURDASPUR,4892,12578
2025-03-01,PUNJAB,HOSHIARPUR,3501,9848
2025-03-01,PUNJAB,JALANDHAR,7894,16001
2025-03-01,PUNJAB,KAPURTHALA,2175,6472
2025-03-01,PUNJAB,LUDHIANA,11042,18144
2025-03-01,PUNJAB,MALERKOTLA,461,1009
2025-03-01,PUNJAB,MANSA,2450,7771
2025-03-01,PUNJAB,MOGA,2894,5865
2025-03-01,PUNJAB,MUKTSAR,71,1137
2025-03-01,PUNJAB,PATHANKOT,1191,1950
2025-03-01,PUNJAB,PATIALA,4526,11533
2025-03-01,PUNJAB,RUPNAGAR,1754,3993
2025-03-01,PUNJAB,S.A.S NAGAR(MOHALI),25,192
2025-03-01,PUNJAB,SANGRUR,3540,7334
2025-03-01,PUNJAB,SAS NAGAR (MOHALI),3420,3911
2025-03-01,PUNJAB,SHAHEED BHAGAT SINGH NAGAR,1295,2340
2025-03-01,PUNJAB,SRI MUKTSAR SAHIB,3368,6405
2025-03-01,PUNJAB,TARN TARAN,3858,10650
2025-03-01,RAJASTHAN,AJMER,6104,7466
2025-03-01,RAJASTHAN,ALWAR,10532,13227
2025-03-01,RAJASTHAN,BANSWARA,3331,5978
2025-03-01,RAJASTHAN,BARAN,3503,4849
2025-03-01,RAJASTHAN,BARMER,8085,9635
2025-03-01,RAJASTHAN,BHARATPUR,5636,7951
2025-03-01,RAJASTHAN,BHILWARA,4822,5835
2025-03-01,RAJASTHAN,BIKANER,5707,8703
2025-03-01,RAJASTHAN,BUNDI,2397,3593
2025-03-01,RAJASTHAN,CHITTAURGARH,25,157
2025-03-01,RAJASTHAN,CHITTORGARH,3056,3564
2025-03-01,RAJASTHAN,CHURU,5734,8444
2025-03-01,RAJASTHAN,DAUSA,4864,6991
2025-03-01,RAJASTHAN,DHOLPUR,3854,4223
2025-03-01,RAJASTHAN,DUNGARPUR,3531,5204
2025-03-01,RAJASTHAN,GANGANAGAR,3617,7313
2025-03-01,RAJASTHAN,HANUMANGARH,4108,7451
2025-03-01,RAJASTHAN,JAIPUR,15224,25583
2025-03-01,RAJASTHAN,JAISALMER,2386,2760
2025-03-01,RAJASTHAN,JALOR,3576,6046
2025-03-01,RAJASTHAN,JHALAWAR,3336,4640
2025-03-01,RAJASTHAN,JHUNJHUNU,11,87
2025-03-01,RAJASTHAN,JHUNJHUNUN,4267,8569
2025-03-01,RAJASTHAN,JODHPUR,11211,13776
2025-03-01,RAJASTHAN,KARAULI,3639,4685
2025-03-01,RAJASTHAN,KOTA,4421,6301
2025-03-01,RAJASTHAN,NAGAUR,7715,12792
2025-03-01,RAJASTHAN,PALI,4219,10985
2025-03-01,RAJASTHAN,PRATAPGARH,2240,3021
2025-03-01,RAJASTHAN,RAJSAMAND,3393,3074
2025-03-01,RAJASTHAN,SAWAI MADHOPUR,3402,5584
2025-03-01,RAJASTHAN,SIKAR,7418,12553
2025-03-01,RAJASTHAN,SIROHI,2283,3788
2025-03-01,RAJASTHAN,TONK,3416,5761
2025-03-01,RAJASTHAN,UDAIPUR,9024,13530
2025-03-01,SIKKIM,EAST,419,583
2025-03-01,SIKKIM,EAST SIKKIM,401,231
2025-03-01,SIKKIM,NORTH,22,28
2025-03-01,SIKKIM,NORTH SIKKIM,60,35
2025-03-01,SIKKIM,SOUTH,205,430
2025-03-01,SIKKIM,SOUTH SIKKIM,267,131
2025-03-01,SIKKIM,WEST,472,407
2025-03-01,SIKKIM,WEST SIKKIM,678,185
2025-03-01,TAMIL NADU,ARIYALUR,6118,9085
2025-03-01,TAMIL NADU,CHENGALPATTU,290,223
2025-03-01,TAMIL NADU,CHENNAI,11938,18374
2025-03-01,TAMIL NADU,COIMBATORE,10507,18424
2025-03-01,TAMIL NADU,CUDDALORE,12561,7586
2025-03-01,TAMIL NADU,DHARMAPURI,13387,5045
2025-03-01,TAMIL NADU,DINDIGUL,11793,18751
2025-03-01,TAMIL NADU,ERODE,8369,10427
2025-03-01,TAMIL NADU,KALLAKURICHI,505,300
2025-03-01,TAMIL NADU,KANCHEEPURAM,14511,13965
2025-03-01,TAMIL NADU,KANNIYAKUMARI,2040,5557
2025-03-01,TAMIL NADU,KANYAKUMARI,1209,944
2025-03-01,TAMIL NADU,KARUR,4830,3790
2025-03-01,TAMIL NADU,KRISHNAGIRI,11740,5748
2025-03-01,TAMIL NADU,MADURAI,14305,17159
2025-03-01,TAMIL NADU,MAYILADUTHURAI,705,134
2025-03-01,TAMIL NADU,NAGAPATTINAM,5493,5038
2025-03-01,TAMIL NADU,NAMAKKAL,6014,9340
2025-03-01,TAMIL NADU,PERAMBALUR,5086,2259
2025-03-01,TAMIL NADU,PUDUKKOTTAI,6620,9806
2025-03-01,TAMIL NADU,RAMANATHAPURAM,6244,7260
2025-03-01,TAMIL NADU,RANIPET,12,16
2025-03-01,TAMIL NADU,SALEM,24298,16744
2025-03-01,TAMIL NADU,SIVAGANGA,6045,7049
2025-03-01,TAMIL NADU,TENKASI,924,440
2025-03-01,TAMIL NADU,THANJAVUR,10900,15976
2025-03-01,TAMIL NADU,THE NILGIRIS,3433,3093
2025-03-01,TAMIL NADU,THENI,6290,7860
2025-03-01,TAMIL NADU,THIRUVALLUR,250,208
2025-03-01,TAMIL NADU,THIRUVARUR,6865,4266
2025-03-01,TAMIL NADU,THOOTHUKKUDI,12958,13198
2025-03-01,TAMIL NADU,TIRUCHIRAPPALLI,10236,16835
2025-03-01,TAMIL NADU,TIRUNELVELI,14754,19437
2025-03-01,TAMIL NADU,TIRUPATTUR,1384,426
2025-03-01,TAMIL NADU,TIRUPPUR,8331,9270
2025-03-01,TAMIL NADU,TIRUVALLUR,18126,15082
2025-03-01,TAMIL NADU,TIRUVANNAMALAI,19832,6718
2025-03-01,TAMIL NADU,VELLORE,15366,11421
2025-03-01,TAMIL NADU,VILLUPURAM,15979,4483
2025-03-01,TAMIL NADU,VILUPPURAM,5864,8078
2025-03-01,TAMIL NADU,VIRUDHUNAGAR,7679,7069
2025-03-01,TELANGANA,ADILABAD,3199,4410
2025-03-01,TELANGANA,BHADRADRI KOTHAGUDEM,644,1006
2025-03-01,TELANGANA,HANUMAKONDA,130,643
2025-03-01,TELANGANA,HYDERABAD,10335,12114
2025-03-01,TELANGANA,JAGITIAL,403,539
2025-03-01,TELANGANA,JANGOAN,133,281
2025-03-01,TELANGANA,JAYASHANKAR BHUPALPALLY,95,268
2025-03-01,TELANGANA,JOGULAMBA GADWAL,687,669
2025-03-01,TELANGANA,K.V. RANGAREDDY,10789,15663
2025-03-01,TELANGANA,KAMAREDDY,511,695
2025-03-01,TELANGANA,KARIMNAGAR,5629,8910
2025-03-01,TELANGANA,KHAMMAM,2478,2040
2025-03-01,TELANGANA,KOMARAM BHEEM,285,610
2025-03-01,TELANGANA,MAHABUBABAD,278,565
2025-03-01,TELANGANA,MAHABUBNAGAR,10634,11582
2025-03-01,TELANGANA,MANCHERIAL,264,688
2025-03-01,TELANGANA,MEDAK,4875,6149
2025-03-01,TELANGANA,MEDCHAL-MALKAJGIRI,1239,2810
2025-03-01,TELANGANA,MEDCHAL?MALKAJGIRI,484,365
2025-03-01,TELANGANA,MULUGU,89,190
2025-03-01,TELANGANA,NAGARKURNOOL,523,659
2025-03-01,TELANGANA,NALGONDA,5924,6791
2025-03-01,TELANGANA,NARAYANPET,236,356
2025-03-01,TELANGANA,NIRMAL,270,435
2025-03-01,TELANGANA,NIZAMABAD,5437,6172
2025-03-01,TELANGANA,PEDDAPALLI,147,495
2025-03-01,TELANGANA,RAJANNA SIRCILLA,302,440
2025-03-01,TELANGANA,RANGAREDDY,71,282
2025-03-01,TELANGANA,SANGAREDDY,905,938
2025-03-01,TELANGANA,SIDDIPET,303,420
2025-03-01,TELANGANA,SURYAPET,673,1407
2025-03-01,TELANGANA,VIKARABAD,546,548
2025-03-01,TELANGANA,WANAPARTHY,378,743
2025-03-01,TELANGANA,WARANGAL,4294,4369
2025-03-01,TELANGANA,WARANGAL RURAL,163,270
2025-03-01,TELANGANA,WARANGAL URBAN,261,492
2025-03-01,TELANGANA,YADADRI.,316,708
2025-03-01,TRIPURA,DHALAI,4853,2723
2025-03-01,TRIPURA,DHALAI  *,30,72
2025-03-01,TRIPURA,GOMATI,2597,579
2025-03-01,TRIPURA,KHOWAI,1656,412
2025-03-01,TRIPURA,NORTH TRIPURA,5036,4245
2025-03-01,TRIPURA,SEPAHIJALA,2920,1028
2025-03-01,TRIPURA,SOUTH TRIPURA,5021,7128
2025-03-01,TRIPURA,UNAKOTI,3288,565
2025-03-01,TRIPURA,WEST TRIPURA,8314,11372
2025-03-01,UTTAR PRADESH,AGRA,15175,9350
2025-03-01,UTTAR PRADESH,ALIGARH,17052,5512
2025-03-01,UTTAR PRADESH,ALLAHABAD,16248,7838
2025-03-01,UTTAR PRADESH,AMBEDKAR NAGAR,4518,4307
2025-03-01,UTTAR PRADESH,AMETHI,6068,4560
2025-03-01,UTTAR PRADESH,AMROHA,6576,2622
2025-03-01,UTTAR PRADESH,AURAIYA,5596,2005
2025-03-01,UTTAR PRADESH,AYODHYA,201,225
2025-03-01,UTTAR PRADESH,AZAMGARH,9520,8706
2025-03-01,UTTAR PRADESH,BAGHPAT,5917,2117
2025-03-01,UTTAR PRADESH,BAHRAICH,19150,8314
2025-03-01,UTTAR PRADESH,BALLIA,6687,6450
2025-03-01,UTTAR PRADESH,BALRAMPUR,9329,3750
2025-03-01,UTTAR PRADESH,BANDA,9193,5651
2025-03-01,UTTAR PRADESH,BARA BANKI,13872,6015
2025-03-01,UTTAR PRADESH,BARABANKI,57,240
2025-03-01,UTTAR PRADESH,BAREILLY,20480,6992
2025-03-01,UTTAR PRADESH,BASTI,6664,4721
2025-03-01,UTTAR PRADESH,BHADOHI,422,470
2025-03-01,UTTAR PRADESH,BIJNOR,15994,7059
2025-03-01,UTTAR PRADESH,BUDAUN,8868,3283
2025-03-01,UTTAR PRADESH,BULANDSHAHR,15326,4600
2025-03-01,UTTAR PRADESH,CHANDAULI,9352,3593
2025-03-01,UTTAR PRADESH,CHITRAKOOT,5216,2356
2025-03-01,UTTAR PRADESH,DEORIA,7968,6619
2025-03-01,UTTAR PRADESH,ETAH,6567,2532
2025-03-01,UTTAR PRADESH,ETAWAH,5882,2986
2025-03-01,UTTAR PRADESH,FAIZABAD,6944,3048
2025-03-01,UTTAR PRADESH,FARRUKHABAD,4804,1844
2025-03-01,UTTAR PRADESH,FATEHPUR,7881,6783
2025-03-01,UTTAR PRADESH,FIROZABAD,8402,3036
2025-03-01,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,6854,4672
2025-03-01,UTTAR PRADESH,GHAZIABAD,12856,9597
2025-03-01,UTTAR PRADESH,GHAZIPUR,10215,6490
2025-03-01,UTTAR PRADESH,GONDA,15768,6152
2025-03-01,UTTAR PRADESH,GORAKHPUR,8891,12567
2025-03-01,UTTAR PRADESH,HAMIRPUR,4076,2427
2025-03-01,UTTAR PRADESH,HAPUR,4968,1618
2025-03-01,UTTAR PRADESH,HARDOI,19747,6420
2025-03-01,UTTAR PRADESH,HATHRAS,8153,2125
2025-03-01,UTTAR PRADESH,JALAUN,6876,3593
2025-03-01,UTTAR PRADESH,JAUNPUR,11173,8584
2025-03-01,UTTAR PRADESH,JHANSI,7879,4859
2025-03-01,UTTAR PRADESH,KANNAUJ,5073,2306
2025-03-01,UTTAR PRADESH,KANPUR DEHAT,6381,2358
2025-03-01,UTTAR PRADESH,KANPUR NAGAR,9586,8989
2025-03-01,UTTAR PRADESH,KASGANJ,5037,2259
2025-03-01,UTTAR PRADESH,KAUSHAMBI,8156,2174
2025-03-01,UTTAR PRADESH,KHERI,19945,6925
2025-03-01,UTTAR PRADESH,KUSHINAGAR,8077,7631
2025-03-01,UTTAR PRADESH,LALITPUR,3811,3785
2025-03-01,UTTAR PRADESH,LUCKNOW,13425,10231
2025-03-01,UTTAR PRADESH,MAHARAJGANJ,5914,5062
2025-03-01,UTTAR PRADESH,MAHOBA,3781,1770
2025-03-01,UTTAR PRADESH,MAINPURI,3971,2801
2025-03-01,UTTAR PRADESH,MATHURA,9952,4171
2025-03-01,UTTAR PRADESH,MAU,7060,4125
2025-03-01,UTTAR PRADESH,MEERUT,17856,6926
2025-03-01,UTTAR PRADESH,MIRZAPUR,9012,4430
2025-03-01,UTTAR PRADESH,MORADABAD,13376,6120
2025-03-01,UTTAR PRADESH,MUZAFFARNAGAR,16292,5670
2025-03-01,UTTAR PRADESH,PILIBHIT,11998,5632
2025-03-01,UTTAR PRADESH,PRATAPGARH,7907,8148
2025-03-01,UTTAR PRADESH,PRAYAGRAJ,851,1068
2025-03-01,UTTAR PRADESH,RAE BARELI,11031,5260
2025-03-01,UTTAR PRADESH,RAMPUR,12017,3938
2025-03-01,UTTAR PRADESH,SAHARANPUR,14541,8274
2025-03-01,UTTAR PRADESH,SAMBHAL,8038,2213
2025-03-01,UTTAR PRADESH,SANT KABIR NAGAR,4902,4748
2025-03-01,UTTAR PRADESH,SANT RAVIDAS NAGAR,5094,2850
2025-03-01,UTTAR PRADESH,SHAHJAHANPUR,17984,4776
2025-03-01,UTTAR PRADESH,SHAMLI,8476,2838
2025-03-01,UTTAR PRADESH,SHRAWASTI,4999,3310
2025-03-01,UTTAR PRADESH,SIDDHARTHNAGAR,8772,4202
2025-03-01,UTTAR PRADESH,SITAPUR,28190,8685
2025-03-01,UTTAR PRADESH,SONBHADRA,13274,5911
2025-03-01,UTTAR PRADESH,SULTANPUR,7108,4601
2025-03-01,UTTAR PRADESH,UNNAO,12044,5765
2025-03-01,UTTAR PRADESH,VARANASI,9546,8002
2025-03-01,UTTARAKHAND,ALMORA,1410,1627
2025-03-01,UTTARAKHAND,BAGESHWAR,651,1871
2025-03-01,UTTARAKHAND,CHAMOLI,1167,2357
2025-03-01,UTTARAKHAND,CHAMPAWAT,793,1585
2025-03-01,UTTARAKHAND,DEHRADUN,4603,6951
2025-03-01,UTTARAKHAND,HARIDWAR,3420,4653
2025-03-01,UTTARAKHAND,NAINITAL,2496,3088
2025-03-01,UTTARAKHAND,PAURI GARHWAL,1213,1926
2025-03-01,UTTARAKHAND,PITHORAGARH,1083,1920
2025-03-01,UTTARAKHAND,RUDRAPRAYAG,770,1484
2025-03-01,UTTARAKHAND,TEHRI GARHWAL,1870,2680
2025-03-01,UTTARAKHAND,UDHAM SINGH NAGAR,4444,4887
2025-03-01,UTTARAKHAND,UTTARKASHI,764,1581
2025-03-01,WEST BENGAL,ALIPURDUAR,390,584
2025-03-01,WEST BENGAL,BANKURA,5474,6134
2025-03-01,WEST BENGAL,BARDDHAMAN,7968,11432
2025-03-01,WEST BENGAL,BARDHAMAN,289,762
2025-03-01,WEST BENGAL,BIRBHUM,4894,6872
2025-03-01,WEST BENGAL,COOCH BEHAR,2097,3132
2025-03-01,WEST BENGAL,DAKSHIN DINAJPUR,1775,2540
2025-03-01,WEST BENGAL,DARJEELING,1632,3600
2025-03-01,WEST BENGAL,DARJILING,39,183
2025-03-01,WEST BENGAL,EAST MIDNAPORE,780,1639
2025-03-01,WEST BENGAL,HAORA,498,2469
2025-03-01,WEST BENGAL,HOOGHLY,7013,10405
2025-03-01,WEST BENGAL,HOWRAH,4193,7513
2025-03-01,WEST BENGAL,JALPAIGURI,3347,5581
2025-03-01,WEST BENGAL,JHARGRAM,87,235
2025-03-01,WEST BENGAL,KALIMPONG,24,17
2025-03-01,WEST BENGAL,KOCH BIHAR,217,814
2025-03-01,WEST BENGAL,KOLKATA,2706,7920
2025-03-01,WEST BENGAL,MALDA,3983,6256
2025-03-01,WEST BENGAL,MALDAH,312,969
2025-03-01,WEST BENGAL,MURSHIDABAD,8679,14109
2025-03-01,WEST BENGAL,NADIA,5652,9904
2025-03-01,WEST BENGAL,NORTH 24 PARGANAS,9230,15858
2025-03-01,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,263,1206
2025-03-01,WEST BENGAL,PASCHIM BARDHAMAN,346,929
2025-03-01,WEST BENGAL,PASCHIM MEDINIPUR,5732,7923
2025-03-01,WEST BENGAL,PURBA BARDHAMAN,473,998
2025-03-01,WEST BENGAL,PURBA MEDINIPUR,6008,7608
2025-03-01,WEST BENGAL,PURULIA,54,121
2025-03-01,WEST BENGAL,PURULIYA,2885,5522
2025-03-01,WEST BENGAL,SOUTH 24 PARGANAS,10279,14183
2025-03-01,WEST BENGAL,SOUTH DINAJPUR,58,140
2025-03-01,WEST BENGAL,SOUTH TWENTY FOUR PARGANAS,775,2622
2025-03-01,WEST BENGAL,UTTAR DINAJPUR,3111,5665
2025-03-01,WEST BENGAL,WEST MIDNAPORE,410,1357
2025-04-01,ANDAMAN & NICOBAR ISLANDS,ANDAMANS,17,167
2025-04-01,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,151,117
2025-04-01,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,623,348
2025-04-01,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,839,482
2025-04-01,ANDHRA PRADESH,ADILABAD,694,2822
2025-04-01,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,877,1092
2025-04-01,ANDHRA PRADESH,ANAKAPALLI,598,342
2025-04-01,ANDHRA PRADESH,ANANTAPUR,5252,6078
2025-04-01,ANDHRA PRADESH,ANANTHAPUR,15832,2062
2025-04-01,ANDHRA PRADESH,ANANTHAPURAMU,21835,1945
2025-04-01,ANDHRA PRADESH,ANNAMAYYA,760,371
2025-04-01,ANDHRA PRADESH,BAPATLA,220,165
2025-04-01,ANDHRA PRADESH,CHITTOOR,35284,10206
2025-04-01,ANDHRA PRADESH,CUDDAPAH,22219,5703
2025-04-01,ANDHRA PRADESH,DR. B. R. AMBEDKAR KONASEEMA,321,247
2025-04-01,ANDHRA PRADESH,EAST GODAVARI,39510,11585
2025-04-01,ANDHRA PRADESH,ELURU,402,462
2025-04-01,ANDHRA PRADESH,GUNTUR,40190,11344
2025-04-01,ANDHRA PRADESH,HYDERABAD,1935,8839
2025-04-01,ANDHRA PRADESH,KAKINADA,710,613
2025-04-01,ANDHRA PRADESH,KARIM NAGAR,25,34
2025-04-01,ANDHRA PRADESH,KARIMNAGAR,140,487
2025-04-01,ANDHRA PRADESH,KHAMMAM,790,2151
2025-04-01,ANDHRA PRADESH,KRISHNA,29038,9999
2025-04-01,ANDHRA PRADESH,KURNOOL,56618,11320
2025-04-01,ANDHRA PRADESH,MAHABUB NAGAR,35,86
2025-04-01,ANDHRA PRADESH,MAHBUBNAGAR,189,664
2025-04-01,ANDHRA PRADESH,MEDAK,382,1320
2025-04-01,ANDHRA PRADESH,N. T. R,993,944
2025-04-01,ANDHRA PRADESH,NALGONDA,254,1018
2025-04-01,ANDHRA PRADESH,NANDYAL,658,411
2025-04-01,ANDHRA PRADESH,NELLORE,21231,6487
2025-04-01,ANDHRA PRADESH,NIZAMABAD,229,528
2025-04-01,ANDHRA PRADESH,PALNADU,606,398
2025-04-01,ANDHRA PRADESH,PARVATHIPURAM MANYAM,840,655
2025-04-01,ANDHRA PRADESH,PRAKASAM,28635,7906
2025-04-01,ANDHRA PRADESH,RANGAREDDI,1035,4115
2025-04-01,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,519,369
2025-04-01,ANDHRA PRADESH,SRI SATHYA SAI,690,395
2025-04-01,ANDHRA PRADESH,SRIKAKULAM,29521,7659
2025-04-01,ANDHRA PRADESH,TIRUPATI,560,571
2025-04-01,ANDHRA PRADESH,VISAKHAPATNAM,44075,14418
2025-04-01,ANDHRA PRADESH,VIZIANAGARAM,21930,6001
2025-04-01,ANDHRA PRADESH,WARANGAL,894,3169
2025-04-01,ANDHRA PRADESH,WEST GODAVARI,26832,9379
2025-04-01,ANDHRA PRADESH,Y. S. R,524,347
2025-04-01,ARUNACHAL PRADESH,ANJAW,68,53
2025-04-01,ARUNACHAL PRADESH,CHANGLANG,490,258
2025-04-01,ARUNACHAL PRADESH,DIBANG VALLEY,11,11
2025-04-01,ARUNACHAL PRADESH,EAST KAMENG,333,168
2025-04-01,ARUNACHAL PRADESH,EAST SIANG,191,112
2025-04-01,ARUNACHAL PRADESH,KRA DAADI,127,80
2025-04-01,ARUNACHAL PRADESH,KURUNG KUMEY,107,467
2025-04-01,ARUNACHAL PRADESH,LOHIT,177,306
2025-04-01,ARUNACHAL PRADESH,LONGDING,277,126
2025-04-01,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,111,67
2025-04-01,ARUNACHAL PRADESH,LOWER SUBANSIRI,169,178
